date,precip,t2m,rh2m,wind,rad,ps
1985-03-24,0.01,20.57,37.8,2.16,22.29,83.51
1985-03-25,0.0,22.29,36.11,1.6,24.41,83.53
1985-03-26,0.0,21.76,39.69,2.35,23.97,83.69
1985-03-27,0.0,21.17,37.17,1.9,26.33,83.72
1985-03-28,0.0,21.68,37.14,2.91,23.99,83.6
1985-03-29,0.0,18.98,45.38,3.34,16.96,83.51
1985-03-30,0.0,19.63,38.8,2.54,27.68,83.33
1985-03-31,0.0,20.1,31.61,3.25,27.49,83.38
1985-04-01,0.0,19.64,39.29,2.57,28.63,83.58
1985-04-02,0.11,19.68,38.81,4.74,27.48,83.76
1985-04-03,0.0,19.36,42.78,2.82,24.99,83.65
1985-04-04,0.0,20.06,43.58,3.96,25.17,83.46
1985-04-05,0.0,20.22,37.88,1.74,21.69,83.48
1985-04-06,0.06,22.24,33.08,2.57,25.8,83.41
1985-04-07,0.51,21.43,42.72,2.8,20.95,83.62
1985-04-08,0.82,21.06,51.74,2.71,22.2,83.72
1985-04-09,0.05,20.66,47.76,2.72,20.93,83.65
1985-04-10,0.01,20.96,45.89,3.17,22.29,83.48
1985-04-11,0.0,20.67,37.13,2.27,26.83,83.56
1985-04-12,0.04,21.15,36.75,2.73,27.63,83.64
1985-04-13,0.01,21.0,33.73,2.71,27.63,83.67
1985-04-14,0.0,20.82,31.63,2.88,25.99,83.57
1985-04-15,0.0,20.93,34.93,2.59,27.51,83.47
1985-04-16,0.0,21.34,30.22,2.3,28.66,83.49
1985-04-17,0.0,22.08,27.2,2.46,26.68,83.51
1985-04-18,0.0,21.8,27.67,3.16,24.31,83.56
1985-04-19,0.0,21.85,30.15,3.43,15.11,83.47
1985-04-20,0.0,20.88,36.13,2.93,19.33,83.48
1985-04-21,0.0,21.55,39.55,3.63,20.8,83.4
1985-04-22,0.0,22.3,37.62,3.32,21.38,83.36
1985-04-23,0.0,23.48,33.88,3.0,26.69,83.39
1985-04-24,0.0,23.06,39.23,3.4,18.66,83.33
1985-04-25,0.0,21.56,41.12,4.39,26.93,83.24
1985-04-26,0.0,19.91,38.52,4.44,29.34,83.22
1985-04-27,0.0,20.5,32.47,4.52,25.72,83.43
1985-04-28,0.0,22.82,30.38,2.26,27.41,83.54
1985-04-29,0.0,23.67,30.93,2.37,23.87,83.47
1985-04-30,0.18,24.35,31.12,1.62,23.0,83.41
1985-05-01,0.24,23.48,40.18,1.3,24.59,83.49
1985-05-02,0.35,23.15,41.98,1.99,25.37,83.57
1985-05-03,0.12,22.97,31.03,2.03,26.28,83.58
1985-05-04,0.01,21.78,28.04,3.13,25.89,83.48
1985-05-05,0.0,21.67,33.06,3.24,25.77,83.46
1985-05-06,0.0,23.05,30.66,1.62,26.77,83.48
1985-05-07,0.0,23.95,32.92,1.55,26.29,83.43
1985-05-08,0.0,24.5,35.22,1.83,25.68,83.45
1985-05-09,0.09,25.14,33.46,1.86,26.19,83.47
1985-05-10,0.0,25.01,34.96,3.07,26.28,83.46
1985-05-11,0.0,24.28,37.65,3.08,26.93,83.4
1985-05-12,0.29,23.94,41.23,2.44,27.01,83.31
1985-05-13,0.23,23.87,35.25,2.91,27.74,83.26
1985-05-14,4.93,24.12,34.71,2.0,26.52,83.3
1985-05-15,9.29,23.04,55.65,2.38,20.93,83.6
1985-05-16,0.34,23.98,51.43,2.08,27.21,83.68
1985-05-17,0.05,23.63,37.25,3.36,23.64,83.47
1985-05-18,1.38,21.73,35.21,3.37,20.87,83.39
1985-05-19,1.55,21.44,34.89,2.82,24.52,83.39
1985-05-20,0.01,22.01,39.97,2.58,27.16,83.55
1985-05-21,0.03,23.22,40.37,2.39,29.03,83.58
1985-05-22,0.12,23.71,39.45,2.19,27.72,83.54
1985-05-23,0.0,23.9,33.44,1.91,28.28,83.59
1985-05-24,0.09,24.47,32.13,1.2,28.31,83.52
1985-05-25,0.08,24.78,38.09,2.22,26.71,83.42
1985-05-26,0.15,25.19,35.97,2.93,28.97,83.4
1985-05-27,0.92,25.55,33.86,1.5,27.34,83.38
1985-05-28,0.63,26.82,35.64,1.63,22.28,83.39
1985-05-29,0.0,26.53,36.71,1.91,27.98,83.4
1985-05-30,0.0,26.52,37.67,2.22,28.11,83.39
1985-05-31,0.0,26.56,38.79,1.9,28.62,83.38
1985-06-01,1.37,25.81,38.76,1.77,27.4,83.33
1985-06-02,0.07,24.43,51.81,2.79,26.11,83.38
1985-06-03,2.29,23.45,52.47,2.98,20.27,83.4
1985-06-04,1.57,22.18,57.94,2.58,24.25,83.39
1985-06-05,9.95,23.04,49.96,2.35,24.21,83.39
1985-06-06,13.02,20.23,73.27,1.66,16.22,83.61
1985-06-07,0.54,23.74,53.39,2.66,20.19,83.62
1985-06-08,0.14,23.74,44.08,2.31,28.62,83.54
1985-06-09,15.18,22.31,59.04,1.85,25.34,83.44
1985-06-10,6.02,21.32,67.72,2.91,22.89,83.6
1985-06-11,13.59,21.1,69.67,2.52,24.85,83.71
1985-06-12,10.24,21.14,69.39,1.31,22.05,83.63
1985-06-13,3.69,22.72,57.15,2.63,20.01,83.47
1985-06-14,4.75,22.59,61.19,2.02,23.96,83.39
1985-06-15,20.69,21.25,73.8,2.03,21.5,83.41
1985-06-16,19.63,20.7,74.79,1.74,23.5,83.49
1985-06-17,18.28,19.96,75.6,1.54,24.55,83.58
1985-06-18,19.41,19.01,82.72,1.86,18.24,83.56
1985-06-19,9.87,18.93,83.26,1.08,20.09,83.49
1985-06-20,2.92,19.35,78.71,1.83,17.89,83.43
1985-06-21,12.27,19.86,80.03,1.6,21.19,83.41
1985-06-22,8.23,20.5,77.43,2.18,22.06,83.49
1985-06-23,3.02,18.82,82.67,2.84,15.08,83.53
1985-06-24,12.96,19.86,76.83,2.43,20.61,83.56
1985-06-25,11.76,20.24,76.62,1.44,17.91,83.43
1985-06-26,23.93,20.22,78.08,2.12,23.86,83.39
1985-06-27,25.52,19.26,80.82,1.84,22.96,83.57
1985-06-28,22.4,19.8,77.8,2.56,11.05,83.73
1985-06-29,4.24,18.95,80.59,3.02,13.73,83.79
1985-06-30,3.65,18.72,75.79,3.23,20.32,83.77
1985-07-01,9.27,18.73,71.92,2.26,13.52,83.82
1985-07-02,3.01,17.55,82.07,2.97,16.59,83.84
1985-07-03,0.39,16.86,84.41,2.38,19.41,83.87
1985-07-04,0.32,19.56,68.47,1.84,19.81,83.83
1985-07-05,1.72,20.08,71.22,1.98,24.22,83.68
1985-07-06,4.68,20.6,71.43,1.6,25.53,83.59
1985-07-07,3.92,19.08,73.56,2.31,23.76,83.67
1985-07-08,0.62,18.21,80.08,2.82,16.5,83.76
1985-07-09,0.04,19.51,73.69,2.33,27.75,83.89
1985-07-10,0.21,20.81,64.84,1.81,27.2,83.72
1985-07-11,1.38,19.21,66.15,2.36,27.6,83.62
1985-07-12,7.11,19.41,71.86,1.48,26.19,83.58
1985-07-13,6.3,20.27,69.27,1.65,24.48,83.61
1985-07-14,13.47,20.98,72.16,2.11,27.75,83.57
1985-07-15,16.88,17.8,82.73,2.8,12.34,83.58
1985-07-16,10.35,18.84,78.56,1.22,17.24,83.59
1985-07-17,15.94,18.56,79.91,1.82,16.51,83.69
1985-07-18,3.39,19.84,75.38,1.65,21.18,83.66
1985-07-19,4.37,19.76,71.26,2.22,26.28,83.67
1985-07-20,3.18,18.6,79.72,1.61,18.91,83.67
1985-07-21,3.59,19.39,77.8,1.58,21.43,83.6
1985-07-22,7.33,19.55,81.74,1.48,18.27,83.58
1985-07-23,10.58,18.42,86.35,1.54,17.98,83.59
1985-07-24,15.15,17.88,87.37,1.6,19.68,83.51
1985-07-25,6.76,19.0,80.05,1.73,17.23,83.6
1985-07-26,1.97,18.43,83.53,1.16,22.59,83.67
1985-07-27,5.46,19.37,76.29,2.13,25.63,83.63
1985-07-28,3.81,19.74,76.56,2.56,25.74,83.53
1985-07-29,16.18,19.86,74.99,2.28,24.99,83.59
1985-07-30,8.15,19.18,82.43,2.17,17.82,83.6
1985-07-31,12.42,18.78,85.32,2.86,14.82,83.68
1985-08-01,6.41,19.76,79.35,1.91,22.55,83.72
1985-08-02,7.78,19.82,76.35,1.79,24.48,83.64
1985-08-03,6.3,19.14,80.09,2.07,19.88,83.61
1985-08-04,4.65,19.49,81.72,1.79,22.91,83.58
1985-08-05,7.18,19.15,81.41,1.8,18.99,83.7
1985-08-06,1.87,19.93,75.5,1.88,21.73,83.73
1985-08-07,3.71,19.56,79.99,1.71,23.99,83.69
1985-08-08,3.12,20.0,79.23,1.61,22.12,83.6
1985-08-09,8.58,18.82,81.06,1.55,21.49,83.71
1985-08-10,0.93,19.77,76.6,1.29,20.11,83.76
1985-08-11,5.7,20.09,77.42,1.3,23.72,83.66
1985-08-12,3.04,20.76,73.92,1.23,23.35,83.6
1985-08-13,0.63,20.01,76.96,1.51,20.13,83.59
1985-08-14,15.36,19.62,79.84,1.04,21.39,83.47
1985-08-15,5.56,19.82,80.49,1.35,22.43,83.39
1985-08-16,12.51,18.79,83.89,2.13,15.72,83.47
1985-08-17,13.74,18.36,87.34,1.71,14.5,83.58
1985-08-18,1.51,18.98,81.16,1.39,17.68,83.68
1985-08-19,1.77,19.61,78.3,2.02,23.4,83.72
1985-08-20,0.62,19.71,71.84,2.16,25.98,83.7
1985-08-21,0.18,19.19,75.6,2.88,20.99,83.68
1985-08-22,0.75,19.71,74.94,2.9,26.01,83.59
1985-08-23,5.7,19.08,79.7,3.35,26.96,83.46
1985-08-24,5.25,19.09,82.98,3.79,19.64,83.47
1985-08-25,1.64,18.49,81.98,2.33,12.36,83.71
1985-08-26,0.31,19.18,72.03,3.0,24.09,83.81
1985-08-27,0.51,17.99,74.0,3.99,25.54,83.78
1985-08-28,1.42,18.09,77.84,3.01,23.5,83.69
1985-08-29,5.86,18.63,81.58,2.07,21.27,83.6
1985-08-30,1.72,19.66,81.17,1.61,16.49,83.63
1985-08-31,0.42,19.22,79.31,2.25,23.32,83.68
1985-09-01,0.05,20.06,69.26,1.91,24.96,83.65
1985-09-02,5.25,19.77,71.84,1.55,23.0,83.61
1985-09-03,0.84,19.89,77.3,1.4,22.41,83.63
1985-09-04,0.23,19.6,76.54,1.23,25.19,83.67
1985-09-05,6.48,20.73,69.44,1.09,25.32,83.64
1985-09-06,15.24,19.55,79.43,1.94,22.98,83.64
1985-09-07,1.76,19.75,78.89,2.52,17.99,83.74
1985-09-08,8.36,18.87,79.17,2.28,18.08,83.77
1985-09-09,9.5,19.03,72.32,1.76,23.38,83.6
1985-09-10,10.62,19.25,75.2,1.57,23.85,83.49
1985-09-11,9.85,19.11,77.98,2.04,23.89,83.47
1985-09-12,1.08,19.14,79.75,1.9,17.85,83.57
1985-09-13,0.1,18.99,75.95,3.73,22.06,83.66
1985-09-14,0.01,18.33,74.58,4.52,23.04,83.74
1985-09-15,2.13,18.0,76.15,4.1,23.02,83.69
1985-09-16,2.04,18.69,75.61,2.9,24.11,83.57
1985-09-17,5.54,18.86,81.48,2.04,22.28,83.52
1985-09-18,11.28,18.95,81.95,1.46,17.94,83.66
1985-09-19,20.38,19.45,82.58,1.96,19.95,83.63
1985-09-20,6.74,19.43,79.25,2.38,21.62,83.48
1985-09-21,2.77,18.57,76.66,2.46,22.42,83.39
1985-09-22,9.11,19.27,76.55,1.25,19.24,83.44
1985-09-23,1.95,20.2,75.88,1.1,17.95,83.59
1985-09-24,1.77,19.39,70.81,1.91,20.61,83.68
1985-09-25,8.26,19.02,75.94,1.96,21.84,83.54
1985-09-26,3.2,19.45,75.4,1.91,18.54,83.52
1985-09-27,2.58,18.0,76.42,2.17,21.24,83.57
1985-09-28,0.21,19.23,74.52,1.67,21.55,83.58
1985-09-29,1.87,19.53,75.41,1.48,20.96,83.54
1985-09-30,1.57,19.78,78.33,2.52,21.77,83.47
1985-10-01,0.75,19.12,78.28,3.02,20.47,83.47
1985-10-02,0.16,19.58,76.54,1.9,14.08,83.49
1985-10-03,0.0,20.3,74.66,2.25,20.69,83.6
1985-10-04,0.0,19.54,66.86,3.77,23.96,83.69
1985-10-05,0.71,19.12,69.18,5.61,19.97,83.76
1985-10-06,0.18,18.17,73.14,3.71,21.55,83.67
1985-10-07,0.29,19.09,80.34,1.93,17.65,83.55
1985-10-08,0.11,18.86,77.39,3.29,16.81,83.58
1985-10-09,2.71,19.5,68.04,1.35,22.28,83.71
1985-10-10,5.86,19.91,74.25,1.85,18.98,83.61
1985-10-11,0.26,19.17,73.65,2.06,21.34,83.53
1985-10-12,0.75,19.03,77.48,2.15,18.3,83.59
1985-10-13,2.23,19.41,76.34,1.75,18.96,83.59
1985-10-14,1.95,19.58,72.44,1.62,19.88,83.45
1985-10-15,2.25,19.71,68.76,2.55,20.28,83.44
1985-10-16,0.23,18.42,70.44,3.36,18.1,83.59
1985-10-17,4.98,19.08,74.77,1.94,16.47,83.62
1985-10-18,2.46,18.74,77.29,1.73,18.17,83.68
1985-10-19,8.29,17.49,88.19,2.05,16.3,83.6
1985-10-20,1.04,17.64,84.18,1.31,12.0,83.57
1985-10-21,0.47,18.25,76.71,1.31,13.43,83.51
1985-10-22,0.32,19.11,72.29,1.55,19.21,83.48
1985-10-23,2.48,19.33,72.55,1.75,19.91,83.51
1985-10-24,4.4,19.68,68.15,2.36,19.13,83.53
1985-10-25,0.23,18.4,68.41,3.59,21.06,83.51
1985-10-26,0.05,17.48,59.77,2.28,20.92,83.4
1985-10-27,0.0,16.77,56.08,2.09,20.68,83.49
1985-10-28,0.01,16.83,58.24,2.18,21.18,83.54
1985-10-29,0.0,17.3,61.78,2.18,20.68,83.45
1985-10-30,0.07,17.83,67.95,1.93,19.99,83.3
1985-10-31,0.02,17.85,73.28,2.43,19.34,83.11
1985-11-01,1.47,16.17,72.27,3.65,20.25,83.07
1985-11-02,2.07,14.58,63.88,2.05,19.8,83.11
1985-11-03,0.0,13.72,58.07,3.05,20.98,83.4
1985-11-04,0.0,13.16,59.42,3.91,20.82,83.73
1985-11-05,0.0,13.87,55.74,2.42,20.75,83.75
1985-11-06,0.0,15.59,53.76,1.64,20.58,83.67
1985-11-07,0.0,16.85,50.52,1.36,20.92,83.66
1985-11-08,0.0,16.28,59.19,2.55,19.81,83.66
1985-11-09,0.0,17.6,63.52,2.46,19.47,83.76
1985-11-10,0.0,18.2,59.54,2.09,20.23,83.78
1985-11-11,0.0,19.05,55.93,1.88,20.17,83.71
1985-11-12,0.0,19.37,61.23,2.01,19.45,83.69
1985-11-13,0.0,19.35,58.65,2.2,19.92,83.61
1985-11-14,0.0,18.21,61.25,1.91,19.4,83.58
1985-11-15,1.41,18.75,69.2,1.52,19.37,83.61
1985-11-16,0.31,18.17,71.1,1.86,16.37,83.6
1985-11-17,0.03,17.37,70.93,2.13,15.82,83.64
1985-11-18,0.03,17.16,70.41,1.51,16.87,83.68
1985-11-19,0.98,18.19,67.97,1.47,16.72,83.64
1985-11-20,0.29,17.67,67.19,2.25,18.78,83.67
1985-11-21,0.19,16.79,72.85,1.88,14.88,83.68
1985-11-22,0.01,17.86,68.18,1.48,16.71,83.68
1985-11-23,0.0,18.29,61.48,1.42,17.87,83.69
1985-11-24,0.0,17.99,64.72,1.89,18.08,83.6
1985-11-25,0.13,18.04,69.0,2.0,17.72,83.57
1985-11-26,0.28,17.05,64.68,2.05,18.29,83.53
1985-11-27,0.0,15.02,67.32,2.23,17.7,83.41
1985-11-28,0.4,14.54,65.5,1.91,18.04,83.31
1985-11-29,0.09,14.04,56.67,2.24,18.62,83.47
1985-11-30,0.0,14.91,48.9,1.61,17.82,83.54
1985-12-01,0.0,16.02,46.39,1.83,19.43,83.49
1985-12-02,0.0,15.59,60.36,2.46,18.75,83.73
1985-12-03,0.35,15.44,62.05,1.95,16.93,83.74
1985-12-04,0.0,17.15,52.75,1.28,17.51,83.74
1985-12-05,0.0,15.46,62.59,4.56,17.61,83.84
1985-12-06,0.0,14.52,55.06,2.8,18.46,83.78
1985-12-07,0.0,14.65,50.14,1.87,17.08,83.66
1985-12-08,0.0,15.68,52.9,1.72,12.4,83.59
1985-12-09,0.06,16.69,59.3,1.98,16.74,83.55
1985-12-10,0.02,16.36,64.31,2.92,12.18,83.53
1985-12-11,0.1,14.75,73.03,2.11,11.37,83.74
1985-12-12,0.0,15.18,71.2,2.55,16.91,83.59
1985-12-13,0.0,16.59,65.5,2.03,14.64,83.57
1985-12-14,0.0,16.09,65.13,2.71,17.22,83.71
1985-12-15,0.0,17.22,58.16,1.15,17.26,83.74
1985-12-16,0.03,15.79,56.73,2.12,19.13,83.74
1985-12-17,0.11,15.47,65.37,2.66,17.8,83.71
1985-12-18,1.14,15.61,57.22,1.42,15.54,83.74
1985-12-19,3.33,13.59,72.79,2.94,12.28,83.88
1985-12-20,0.12,13.6,71.59,1.45,7.74,83.97
1985-12-21,0.12,15.73,63.04,2.3,7.6,83.93
1985-12-22,0.0,15.71,64.22,2.26,10.23,83.85
1985-12-23,0.0,16.37,56.63,1.97,15.03,83.66
1985-12-24,0.0,16.5,54.64,2.16,16.34,83.6
1985-12-25,0.0,16.51,57.28,1.72,14.98,83.73
1985-12-26,0.0,14.86,61.54,2.43,14.95,83.92
1985-12-27,0.0,16.34,54.87,1.78,17.26,83.98
1985-12-28,0.0,16.47,46.62,1.69,17.82,83.85
1985-12-29,0.0,17.24,37.39,1.87,18.39,83.7
1985-12-30,0.0,16.79,42.79,1.75,16.74,83.71
1985-12-31,0.06,17.01,34.58,1.43,18.58,83.72
1986-01-01,0.0,15.1,49.13,2.2,18.19,83.75
1986-01-02,0.0,15.74,39.75,2.14,18.42,83.66
1986-01-03,0.0,15.37,42.04,2.11,17.7,83.72
1986-01-04,0.0,16.2,39.05,1.9,18.09,83.66
1986-01-05,0.0,15.26,65.0,3.7,17.69,83.76
1986-01-06,0.0,15.81,57.37,2.87,17.97,83.62
1986-01-07,0.0,14.95,42.04,2.83,18.34,83.49
1986-01-08,0.0,14.34,43.36,2.7,18.41,83.59
1986-01-09,0.0,14.49,52.47,2.45,17.75,83.72
1986-01-10,0.0,15.58,48.76,1.69,17.09,83.77
1986-01-11,0.0,13.54,55.16,3.86,17.26,83.83
1986-01-12,0.0,12.71,41.9,4.3,16.51,83.9
1986-01-13,0.0,10.02,35.82,5.62,17.17,83.94
1986-01-14,0.0,11.08,35.64,2.84,10.5,83.76
1986-01-15,0.0,13.13,40.15,2.25,15.5,83.7
1986-01-16,0.0,15.19,41.77,1.93,17.23,83.71
1986-01-17,0.0,14.82,56.49,3.04,17.97,83.67
1986-01-18,0.0,13.8,54.63,3.22,18.0,83.7
1986-01-19,0.0,13.89,45.91,3.82,18.41,83.75
1986-01-20,0.0,13.75,45.67,2.32,18.13,83.7
1986-01-21,0.0,15.47,37.65,1.89,19.1,83.69
1986-01-22,0.0,16.0,43.43,2.27,18.8,83.74
1986-01-23,0.0,15.5,57.14,3.06,19.41,83.82
1986-01-24,0.0,16.17,55.65,2.35,19.03,83.69
1986-01-25,0.0,17.21,45.52,2.06,19.58,83.63
1986-01-26,0.0,15.42,52.96,4.89,19.33,83.8
1986-01-27,0.04,14.8,41.9,2.21,20.76,83.72
1986-01-28,0.3,13.61,50.84,1.97,18.8,83.68
1986-01-29,0.16,16.81,51.43,1.84,19.68,83.63
1986-01-30,0.05,16.37,54.03,2.78,19.1,83.65
1986-01-31,0.67,16.54,61.68,1.8,18.33,83.68
1986-02-01,1.27,16.28,54.75,2.02,16.58,83.71
1986-02-02,1.61,15.78,50.79,2.6,16.59,83.71
1986-02-03,3.55,13.43,60.47,4.13,9.0,83.48
1986-02-04,0.03,12.43,50.12,3.28,20.88,83.41
1986-02-05,0.0,11.98,36.27,3.2,20.9,83.4
1986-02-06,0.0,12.72,38.24,2.96,20.59,83.4
1986-02-07,0.0,13.91,37.3,2.76,21.21,83.32
1986-02-08,0.0,14.77,46.73,3.19,15.26,83.4
1986-02-09,0.0,15.47,64.13,3.39,19.16,83.45
1986-02-10,0.0,14.87,55.77,3.14,16.99,83.43
1986-02-11,0.0,16.14,39.49,2.61,20.53,83.48
1986-02-12,0.0,16.43,39.02,2.72,20.98,83.69
1986-02-13,0.0,17.08,37.29,1.83,20.85,83.81
1986-02-14,0.0,17.87,38.15,2.16,21.51,83.79
1986-02-15,0.0,17.97,39.7,2.33,20.71,83.75
1986-02-16,0.0,18.37,33.28,2.69,20.68,83.7
1986-02-17,0.0,18.4,34.13,2.38,21.49,83.58
1986-02-18,0.0,17.94,32.33,3.31,21.59,83.55
1986-02-19,0.0,18.77,31.01,2.41,20.08,83.48
1986-02-20,0.0,19.68,37.98,1.5,23.65,83.46
1986-02-21,0.0,18.89,44.69,2.67,23.02,83.39
1986-02-22,0.0,17.98,40.93,2.0,23.56,83.34
1986-02-23,0.02,17.47,45.82,2.41,21.62,83.45
1986-02-24,0.0,19.02,40.83,1.79,21.57,83.61
1986-02-25,0.0,17.41,34.17,3.25,23.12,83.69
1986-02-26,0.0,17.35,29.52,2.21,23.9,83.55
1986-02-27,0.0,17.56,34.91,2.49,22.2,83.4
1986-02-28,0.0,17.83,31.85,2.32,23.59,83.47
1986-03-01,0.0,15.97,41.85,3.13,21.68,83.74
1986-03-02,0.0,17.94,42.83,2.39,24.0,83.73
1986-03-03,0.0,17.73,41.45,2.62,22.85,83.71
1986-03-04,0.0,19.15,33.25,2.36,24.05,83.61
1986-03-05,0.0,17.96,41.0,4.02,23.96,83.63
1986-03-06,0.0,18.27,25.44,1.84,24.29,83.7
1986-03-07,0.0,17.8,32.0,3.03,24.27,83.62
1986-03-08,0.0,17.34,31.59,1.95,24.43,83.65
1986-03-09,0.0,17.84,29.64,2.92,24.39,83.69
1986-03-10,0.0,18.37,29.41,2.65,24.54,83.67
1986-03-11,0.0,18.65,33.77,3.69,25.23,83.52
1986-03-12,0.0,16.35,37.61,4.24,24.43,83.31
1986-03-13,0.0,16.2,31.78,3.48,25.53,83.27
1986-03-14,0.0,16.26,28.65,3.24,25.32,83.31
1986-03-15,0.0,17.47,22.33,2.1,25.47,83.24
1986-03-16,0.0,18.72,22.34,2.69,25.46,83.34
1986-03-17,0.0,19.4,28.07,2.95,25.3,83.4
1986-03-18,0.0,18.34,27.94,3.77,25.24,83.25
1986-03-19,0.0,17.23,28.39,3.71,25.57,83.28
1986-03-20,0.0,18.21,30.38,3.68,26.04,83.52
1986-03-21,0.0,14.2,30.45,8.31,26.26,84.0
1986-03-22,0.0,14.42,34.11,5.93,26.03,83.9
1986-03-23,0.0,15.04,32.42,4.64,25.63,83.81
1986-03-24,0.0,14.93,30.42,4.84,25.72,83.81
1986-03-25,0.0,15.12,38.14,2.68,25.71,83.71
1986-03-26,0.0,18.4,30.81,1.89,25.0,83.65
1986-03-27,0.0,19.39,41.47,3.19,27.68,83.62
1986-03-28,0.0,19.82,48.34,2.63,25.05,83.7
1986-03-29,0.0,20.09,41.48,2.12,25.18,83.64
1986-03-30,0.0,21.31,33.38,2.15,25.25,83.5
1986-03-31,0.0,21.79,35.42,1.84,25.3,83.56
1986-04-01,0.0,21.92,30.74,2.62,27.51,83.62
1986-04-02,0.0,21.84,35.34,3.05,26.85,83.39
1986-04-03,0.0,21.02,36.14,3.31,27.65,83.25
1986-04-04,0.0,20.81,29.75,2.42,23.18,83.3
1986-04-05,0.0,22.14,24.38,2.16,27.66,83.36
1986-04-06,0.01,23.52,27.77,1.48,27.25,83.52
1986-04-07,0.07,23.96,36.66,1.52,25.76,83.67
1986-04-08,0.0,24.4,32.61,1.91,27.17,83.54
1986-04-09,0.0,24.64,34.51,1.99,23.27,83.33
1986-04-10,0.0,24.04,41.03,2.39,25.66,83.3
1986-04-11,0.0,23.29,41.32,2.34,26.87,83.34
1986-04-12,0.0,22.63,43.9,2.1,27.2,83.34
1986-04-13,0.0,23.8,43.36,2.36,25.92,83.27
1986-04-14,0.28,24.74,32.37,2.31,24.83,83.42
1986-04-15,0.01,25.13,31.67,2.26,26.69,83.54
1986-04-16,0.0,24.01,40.07,2.66,25.06,83.65
1986-04-17,0.0,22.8,30.8,2.67,25.58,83.62
1986-04-18,0.0,22.45,33.51,2.4,24.72,83.54
1986-04-19,0.0,23.2,33.74,2.47,24.71,83.54
1986-04-20,0.0,22.83,29.37,2.72,27.34,83.49
1986-04-21,0.01,23.15,30.86,2.95,25.86,83.49
1986-04-22,0.11,22.76,25.4,2.49,24.21,83.53
1986-04-23,0.1,22.68,31.76,2.65,24.64,83.57
1986-04-24,0.15,22.51,35.9,1.87,26.59,83.54
1986-04-25,0.1,22.8,35.37,2.37,21.15,83.47
1986-04-26,0.0,20.38,49.51,3.14,12.52,83.46
1986-04-27,0.0,18.93,61.64,2.92,15.69,83.57
1986-04-28,0.01,21.77,50.18,2.52,19.93,83.52
1986-04-29,0.64,22.7,47.27,3.14,19.18,83.6
1986-04-30,0.0,23.27,41.95,2.97,24.65,83.55
1986-05-01,0.0,23.84,34.76,2.15,28.33,83.47
1986-05-02,0.0,24.2,34.17,1.99,23.61,83.61
1986-05-03,0.0,24.32,38.98,2.66,25.08,83.66
1986-05-04,0.0,24.0,39.17,2.16,25.14,83.59
1986-05-05,0.0,22.93,31.18,2.45,25.23,83.51
1986-05-06,0.0,24.38,27.4,2.72,25.54,83.4
1986-05-07,0.0,23.77,34.91,2.81,26.47,83.35
1986-05-08,0.01,24.17,32.45,3.25,28.65,83.23
1986-05-09,0.0,22.64,38.14,1.65,16.38,83.31
1986-05-10,0.0,24.19,36.61,2.85,28.19,83.34
1986-05-11,0.0,25.25,35.73,2.85,27.8,83.39
1986-05-12,0.0,25.61,37.66,2.51,28.93,83.38
1986-05-13,0.01,24.94,45.91,2.44,28.38,83.38
1986-05-14,0.0,25.38,42.14,2.99,27.14,83.38
1986-05-15,0.0,26.22,34.43,2.22,28.42,83.36
1986-05-16,0.0,25.59,38.95,2.37,28.41,83.42
1986-05-17,0.0,25.6,34.57,2.27,25.45,83.31
1986-05-18,0.0,25.02,35.87,2.22,27.77,83.28
1986-05-19,1.11,23.71,45.27,2.69,26.02,83.45
1986-05-20,0.16,22.94,48.35,3.31,26.25,83.5
1986-05-21,0.0,23.55,47.13,3.22,26.37,83.51
1986-05-22,0.0,22.85,39.95,2.72,30.72,83.38
1986-05-23,0.0,23.18,31.41,1.59,27.65,83.26
1986-05-24,2.85,23.69,35.25,2.49,23.42,83.3
1986-05-25,14.98,22.67,53.24,1.92,23.85,83.4
1986-05-26,11.96,21.69,60.75,1.59,22.52,83.3
1986-05-27,7.95,22.43,58.24,1.76,24.59,83.17
1986-05-28,1.54,21.69,62.62,2.29,24.65,83.3
1986-05-29,0.36,23.04,55.64,1.74,17.51,83.4
1986-05-30,0.07,24.47,50.63,1.99,27.05,83.27
1986-05-31,0.04,24.04,48.89,2.43,27.48,83.12
1986-06-01,0.0,23.42,41.48,3.58,28.46,83.1
1986-06-02,0.07,23.2,39.27,2.64,28.78,83.19
1986-06-03,0.05,23.42,41.16,2.28,28.44,83.35
1986-06-04,0.05,23.08,40.63,2.44,28.07,83.39
1986-06-05,0.88,23.57,46.45,2.16,27.24,83.34
1986-06-06,2.56,24.15,51.77,1.19,25.22,83.28
1986-06-07,7.13,23.38,59.91,1.23,20.38,83.3
1986-06-08,0.89,23.37,58.29,1.55,21.34,83.3
1986-06-09,7.01,22.04,63.57,2.03,24.99,83.41
1986-06-10,3.82,22.72,56.03,1.63,25.45,83.51
1986-06-11,4.56,21.92,64.06,1.03,14.3,83.55
1986-06-12,7.47,21.11,69.98,1.99,19.3,83.6
1986-06-13,6.92,21.17,69.17,2.09,19.32,83.66
1986-06-14,7.26,21.75,67.13,2.45,16.18,83.61
1986-06-15,3.5,21.04,71.04,1.61,18.41,83.54
1986-06-16,7.89,20.36,71.71,1.16,20.27,83.61
